ansa	a n s a
atangaza	 a t a n g a z a
batewe	 b a t e w e
n’amasasu	 n ’ a m a s a s u
barashe	 b a r a s h e
hatangira	 h a t a n g i r a
y’izungura	 y ’ i z u n g u r a
piccolo	 p i c c o l o
w’ingirakamaro	 w ’ i n g i r a k a m a r o
provenzano	 p r o v e n z a n o
palermokandi	 p a l e r m o k a n d i
yubahwa	 y u b a h w a
n’ibisekuru	 n ’ i b i s e k u r u
bubahirizaga	 b u b a h i r i z a g a
hashobokamu	 h a s h o b o k a m u
bashimangira	 b a s h i m a n g i r a
w’ingufu	 w ’ i n g u f u
batware	 b a t w a r e
barayobowe	 b a r a y o b o w e
yahagarikaga	 y a h a g a r i k a g a
riinayo	 r i i n a y o
yahitanye	 y a h i t a n y e
bwabarwana	 b w  a b a r w a n a
ntagatifugiovanni	 n t a g a t i f u g i o v a n n i
falcone	 f a l c o n e
paolo	 p a o l o
borsellinomu	 b o r s e l l i n o m u
applesteve	 a p p l e s t e v e
jobs	 j o b s
yajyaga	 y a j y a g a
ahavugirwa	 a h a v u g i r w a
ijambomaze	 i j a m b o m a z e
agakura	 a g a k u r a
iphone	 i p h o n e
mufuka	 m u f u k a
w’ipantaro	 w ’ i p a n t a r o
mbwirwaruhame	 m b w i r w a r u h a m e
igiye	 i g i y e
kuvugurura	 k u v u g u r u r a
telefonetugiye	 t e l e f o n e t u g i y e
brazil	 b r a z i l
cy’abagatolika	 c y ’ a b a g a t o l i k a
babaroma	 b  a b a r o m a
gatolika	 g a t o l i k a
yahoze	 y a h o z e
irwanya	 i r w a n y a
iyemerwa	 i y e m e r w a
kwabahuje	 k w  a b a h u j e
zimyaka	 z  i m y a k a
yemerwa	 y e m e r w a
namategekonone	 n  a m a t e g e k o n o n e
shyingirwa	 s h y i n g i r w a
ryemewe	 r y e m e w e
rio	 r i o
grande	 g r a n d e
do	 d o
sul	 s u l
marta	m a r t a
suplicyuwahoze	 s u p l i c y u w a h o z e
são	 s ã o
paulo	 p a u l o
wateguye	 w a t e g u y e
witegeko	 w  i t e g e k o
ryumwimerere	 r y  u m w i m e r e r e
roberto	 r o b e r t o
jefferson	 j e f f e r s o n
biganza	 b i g a n z a
yatanzwenyuma	 y a t a n z w e n y u m a
kuvugururwa	 k u v u g u r u r w a
bizeye	 b i z e y e
abashyira	 a b a s h y i r a
imikono	 i m i k o n o
gushyingo	 g u s h y i n g o
cy’amategeko	 c y ’ a m a t e g e k o
cy’umuryango	 c y ’ u m u r y a n g o
w’iburasirazuba	 w ’ i b u r a s i r a z u b a
bagizweho	 b a g i z w e h o
n’uburiganya	 n ’ u b u r i g a n y a
bw’amazuni	 b w ’ a m a z u n i
yashakishaga	 y a s h a k i s h a g a
byamategeko	 b y  a m a t e g e k o
iyimurwa	 i y i m u r w a
abakodesha	a b a k o d e s h a
gusangira	 g u s a n g i r a
ibyababayehoimiryango	 i b y a b a b a y e h o i m i r y a n g o
itahura	 i t a h u r a
carolyn	 c a r o l y n
wilson	 w i l s o n
oha	 o h a
yibye	 y i b y e
yubwishingizi	 y  u b w i s h i n g i z i
agahunga	 a g a h u n g a
umugi	 u m u g i
busitani	 b u s i t a n i
lockwood	 l o c k w o o d
irenga	 i r e n g a
izahura	 i z a h u r a
kwirukanwakubera	 k w i r u k a n w a k u b e r a
mitungo	 m i t u n g o
y’abaturage	 y ’ a b a t u r a g e
oakland	 o a k l a n d
bw’amazu	 b w ’ a m a z u
tsinda	 t s i n d a
ryasubitse	 r y a s u b i t s e
igitaramo	 i g i t a r a m o
giteganijwe	 g i t e g a n i j w e
kwitabirwa	 k w i t a b i r w a
sitade	 s i t a d e
yurwibutsomauis	 y  u r w i b u t s o m a u i  s
warkandi	 w a r k a n d i
abafana	 a b a f a n a
basabwe	 b a s a b w e
gicunga	 g i c u n g a
tsindahk	 t s i n d a h k
management	 m a n a g e m e n t
incnticyatanze	 i n c  n t i c y a t a n z e
yagisubikaga	 y a g i s u b i k a g a
nzeriariko	 n z e r i a r i k o
bukeye	 b u k e y e
byatewe	 b y a t e w e
z’ibikoresho	 z ’ i b i k o r e s h o
guhamwa	 g u h a m w a
ruswaabanyamategeko	 r u s w a a b a n y a m a t e g e k o
bugerekisakis	 b u g e r e k i s a k i s
kechagioglou	 k e c h a g i o g l o u
george	 g e o r g e
nikolakopoulos	 n i k o l a k o p o u l o s
bafungiye	 b a f u n g i y e
atene	 a t e n e
korydallus	 k o r y d a l l u s
n’ibihabaye	 n ’ i b i h a b a y e
banyamategeko	 b a n y a m a t e g e k o
bugerekigiterwa	 b u g e r e k i g i t e r w a
nishyirwa	 n  i s h y i r w a
ryibikorwa	 r y  i b i k o r w a
abacamanzaabanyamategekoabunganizi	 a b a c a m a n z a a b a n y a m a t e g e k o a b u n g a n i z i
n’abavoka	 n ’ a b a v o k a
yashize	 y a s h i z e
y’amakuru	 y ’ a m a k u r u
n’umunyamakuru	 n ’ u m u n y a m a k u r u
makis	 m a k i s
triantafylopoulos	 t r i a n t a f y l o p o u l o s
byumweru	 b y u m w e r u
bishizemu	 b i s h i z e m u
gica	 g i c a
alpha	 a l p h a
tvkikaba	 t v k i k a b a
zounglaavuga	  z o u n g l a  a v u g a
petros	 p e t r o s
mantouvalosumudepite	 m a n t o u v a l o s u m u d e p i t e
n’umunyamategekoyegujwe	 n ’ u m u n y a m a t e g e k o y e g u j w e
bayoborana	 b a y o b o r a n a
bagaragaye	 b a g a r a g a y e
ruswa	 r u s w a
yivuye	y i v u y e
inyumaroberts	 i n y u m a r o b e r t s
nigihe	 n  i g i h e
butangiriraikibazo	 b u t a n g i r i r a i k i b a z o
cyingenzi	 c y  i n g e n z i
gukuramo	 g u k u r a m o
indaavuga	 i n d a a v u g a
bidakwiye	 b i d a k w i y e
uvuga	 u v u g a
icyakorayongeye	i c y a k o r a y o n g e y e
roe	 r o e
wade	 w a d e
rigenga	 r i g e n g a
ubutakaashimangira	 u b u t a k a  a s h i m a n g i r a
k’	 k ’
ibyemezo	 i b y e m e z o
by’urukiko	 b y ’ u r u k i k o
rw’ikirenga	 r w ’ i k i r e n g a
maroochydore	m a r o o c h y d o r e
yasoreje	 y a s o r e j e
y’abandiarusha	 y ’ a b a n d i a r u s h a
atandatu	 a t a n d a t u
noosa	 n o o s a
guhurira	 g u h u r i r a
cyirangiza	 c y i r a n g i z a
amarushanwaaho	 a m a r u s h a n w a a h o
yayoboye	 y a y o b o y e
abatsinze	 a b a t s i n z e
atsinda	 a t s i n d a
caboolture	 c a b o o l t u r e
ubanza	 u b a n z a
hesiperonicasi	 h e s i p e r o n i c a s i
elizabetayi	 e l i z a b e t a y i
hesperonychus	  h e s p e r o n y c h u s
elizabethae	 e l i z a b e t h a e
akomoka	 a k o m o k a
doromiyosoride	 d o r o m i y o s o r i d e
dromaeosauridaeakaba	  d r o m a e o s a u r i d a e  a k a b a
mubyara	 m u b y a r a
velociraputa	 v e l o c i r a p u t a
velociraptor	  v e l o c i r a p t o r
nyoni	 n y o n i
y’umuhigobyizerwaga	 y ’ u m u h i g o b y i z e r w a g a
yagenze	 y a g e n z e
nkiza	 n k  i z a
urwara	  u r w a r a
runiniari	 r u n i n i a r i
hazamukiye	 h a z a m u k i y e
rwiburengerazuba	 r w  i b u r e n g e r a z u b a
kiyongereye	 k i y o n g e r e y e
ahocyagiye	 a h o c y a g i y e
kirogoya	 k i r o g o y a
zashyizwe	 z a s h y i z w e
butabazi	 b u t a b a z i
pittman	 p i t t m a n
bitazagenda	 b i t a z a g e n d a
gitaha	 g i t a h a
ishizeingano	 i s h i z e i n g a n o
nubunini	 n  u b u n i n i
bw’ibimanyu	 b w ’ i b i m a n y u
byurubura	 b y  u r u b u r a
nkuko	 n k  u k o
abivugabyabaye	 a b i v u g a b y a b a y e
bahiga	 b a h i g a
basa	 b a s a
nk’abatangaza	 n k ’ a b a t a n g a z a
ifatwa	 i f a t w a
icyakorauwatanze	i c y a k o r a u w a t a n z e
iby’iperereza	 i b y ’ i p e r e r e z a
ikinyamakuru	 i k i n y a m a k u r u
minneapolis	 m i n n e a p o l i s
startribune	 s t a r  t r i b u n e
jourdainumuhungu	 j o u r d a i n u m u h u n g u
w’imyaka	 w ’ i m y a k a
w’umuyobozi	 w ’ u m u y o b o z i
w’ubwoko	 w ’ u b w o k o
red	 r e d
lake	 l a k e
floyd	 f l o y d
jourdain	 j o u r d a i n
ubuntihazwi	 u b u n t i h a z w i
azashinjwa	 a z a s h i n j w a
icyagejeje	 i c y a g e j e j e
muhungu	 m u h u n g u
ry’abana	 r y ’ a b a n a
ryatangiye	 r y a t a n g i y e
lodin	l o d i n
umwanzuro	 u m w a n z u r o
abanyafuganisitani	 a b a n y a f u g a n i s i t a n i
kudatakaza	 k u d a t a k a z a
w’ayandi	 w ’ a y a n d i
uzagende	 u z a g e n d e
abadipolomate	a b a d i p o l o m a t e
basanze	 b a s a n z e
urujijo	 u r u j i j o
itegekonshinga	 i t e g e k o n s h i n g a
bemeze	 b e m e z e
uwatsinze	 u w a t s i n z e
adakenewe	 a d a k e n e w e
bivuguruza	 b i v u g u r u z a
raporobivuga	 r a p o r o b i v u g a
binyuranyije	 b i n y u r a n y i j e
ningabo	 n  i n g a b o
zimbere	 z  i m b e r e
yerekejwe	 y e r e k e j w e
irikutsik	 i r i k u t s i k
hashyizweho	h a s h y i z w e h o
gushizeil6	 g u s h i z e i l   6
cy’uburusiya	 c y ’ u b u r u s i y a
n’abasoviyeti	 n ’ a b a s o v i y e t i
yarahuye	 y a r a h u y e
nimpanuka	 n  i m p a n u k a
gushize	 g u s h i z e
nkomere	 n k o m e r e
moteri	 m o t e r i
yacikagamo	 y a c i k a g a m o
yahagurukaga	 y a h a g u r u k a g a
uburusiya	 u b u r u s i y a
bwahagaritse	 b w a h a g a r i t s e
il6s	 i l   6 s
yumuyoboro	 y  u m u y o b o r o
transalaska	 t r a n s  a l a s k a
ungana	 u n g a n a
nibirometero	 n  i b i r o m e t e r o
warafunzwe	 w a r a f u n z w e
byutugunguru	 b y  u t u g u n g u r u
peterolimu	 p e t e r o l i m u
fairbanks	 f a i r b a n k s
alaska	 a l a s k a
kwamashanyarazi	 k w  a m a s h a n y a r a z i
byakurikiye	 b y a k u r i k i y e
ibifungura	 i b i f u n g u r a
bikanafunga	 b i k a n a f u n g a
peterori	 p e t e r o r i
bifunguka	 b i f u n g u k a
igatangira	 i g a t a n g i r a
gutemba	 g u t e m b a
fort	 f o r t
greely	 g r e e l y
zikigega	 z  i k i g e g a
zifunguye	 z i f u n g u y e
inyura	 i n y u r a
ikagera	 i k a g e r a
kigega	 k i g e g a
zamajerekani	 z  a m a j e r e k a n i
k’ikiganiro	 k ’ i k i g a n i r o
kibandaga	 k i b a n d a g a
nsanganyamatsiko	 n s a n g a n y a m a t s i k o
kakanonosora	 k a k a n o n o s o r a
nk’igisubizogahunda	n k ’ i g i s u b i z o g a h u n d a
gukorera	 g u k o r e r a
nk’ikigo	 n k ’ i k i g o
kunesha	 k u n e s h a
isubize	 i s u b i z e
by’abakiliya	 b y ’ a b a k i l i y a
6asobanura	     6  a s o b a n u r a
nk’uburyo	 n k ’ u b u r y o
bufashe	 b u f a s h e
musaruro	 m u s a r u r o
y’uburwayi	 y ’ u b u r w a y i
bw’ubwonko	 b w ’ u b w o n k o
ishyigikira	 i s h y i g i k i r a
abanyabwenge	 a b a n y a b w e n g e
ubwenge	 u b w e n g e
mpimbanoubwenge	 m p i m b a n o u b w e n g e
bugize	 b u g i z e
ishami	 i s h a m i
ry’ubumenyi	 r y ’ u b u m e n y i
mudasobwaryita	 m u d a s o b w a r y i t a
myitwarireguhuza	 m y i t w a r i r e g u h u z a
imyigire	 i m y i g i r e
n’ubwenge	 n ’ u b w e n g e
mashini	 m a s h i n i
urugeroburi	u r u g e r o b u r i
bennet	 b e n n e t
carolina	 c a r o l i n a
ruvuga	 r u v u g a
bakoreye	 b a k o r e y e
letaburi	 l e t a b u r i
ruravugururwaariko	 r u r a v u g u r u r w a a r i k o
verisiyo	 v e r i s i y o
zishaje	 z i s h a j e
ziguma	 z i g u m a
iyakure	 i y a k u r e
nk’alubumu	 n k ’ a l u b u m u
gishyira	 g i s h y i r a
ubufatanyekandi	 u b u f a t a n y e k a n d i
kigatera	 k i g a t e r a
umurava	 u m u r a v a
ikarenga	 i k a r e n g a
w’ishuri	 w ’ i s h u r i
ikoresha	i k o r e s h a
riboneye	 r i b o n e y e
ry’imbuga	 r y ’ i m b u g a
kongerera	 k o n g e r e r a
kujora	 k u j o r a
interinetiabanyeshuri	 i n t e r i n e t i a b a n y e s h u r i
n’inyandiko	 n ’ i n y a n d i k o
z’abandi	 z ’ a b a n d i
w’ibitekerezo	 w ’ i b i t e k e r e z o
oravec	  o r a v e c
ottawa	o t t a w a
kanadauvugwamo	 k a n a d a u v u g w a m o
urangwamo	 u r a n g w a m o
w’amagaleri	 w ’ a m a g a l e r i
n’inzu	 n ’ i n z u
n’ibihe	 n ’ i b i h e
madagasikari	m a d a g a s i k a r i
cyaneikaba	 c y a n e i k a b a
n’umugabane	 n ’ u m u g a b a n e
wihariye	 w i h a r i y e
byigengacyangwa	 b y i g e n g a c y a n g w a
bifatanyijwe	 b i f a t a n y i j w e
n’ubufaransakandi	 n ’ u b u f a r a n s a k a n d i
nk’ahantu	 n k ’ a h a n t u
hahebuje	 h a h e b u j e
kuruhukira	 k u r u h u k i r a
gakikijwe	 g a k i k i j w e
sahelinaho	 s a h e l i n a h o
n’uburengerazuba	 n ’ u b u r e n g e r a z u b a
icyifuzo	 i c y i f u z o
b’abagenzi	 b ’ a b a g e n z i
bubatsebatitaye	 b u b a t s e b a t i t a y e
irangamimerere	 i r a n g a m i m e r e r e
sulutani	s u l u t a n i
maroke	 m a r o k e
daru	 d a r u
ibadya	 i  b a d y a
n’abacuruzi	 n ’ a b a c u r u z i
b’abesipanyole	 b ’ a b e s i p a n y o l e
bashyizeyo	 b a s h y i z e y o
hakurura	 h a k u r u r a
kugurirayo	 k u g u r i r a y o
yangijwe	 y a n g i j w e
n’amahindure	 n ’ a m a h i n d u r e
nyiragongo	 n y i r a g o n g o
yatabye	 y a t a b y e
y’umujyi	 y ’ u m u j y i
by’umwiharikoiyo	 b y ’ u m w i h a r i k o i y o
usesuyegusura	 u s e s u y e g u s u r a
kivu	 k i v u
ihagaze	 i h a g a z e
uhera	 u h e r a
ikirunga	 i k i r u n g a
nimisozi	 n  i m i s o z i
ucamo	 u c a m o
ingangi	 i n g a n g i
bodaboda	 b o d a  b o d a
moto	 m o t o
zitwara	 z i t w a r a
y’amakongomani	 y ’ a m a k o n g o m a n i
1yongerewe	 1    y o n g e r e w e
rw’ahantu	 r w ’ a h a n t u
hashyizwe	 h a s h y i z w e
murage	 m u r a g e
magumekubera	 m a g u m e k u b e r a
wugarijwe	 w u g a r i j w e
n’umusenyi	 n ’ u m u s e n y i
uhabanye	 u h a b a n y e
n’indi	 n ’ i n d i
y’iki	 y ’ i k i
gihugukubera	 g i h u g u k u b e r a
y’icyarabu	 y ’ i c y a r a b u
iy’ikinyafurika	 i y ’ i k i n y a f u r i k a
nk’ikirango	 n k ’ i k i r a n g o
z’	 z ’
sanparks	  s a n p a r k s
zosehabaho	 z o s e h a b a h o
inyamaswaihesha	 i n y a m a s w a i h e s h a
watoranyije	 w a t o r a n y i j e
kong	 k o n g
kitirirwa	 k i t i r i r w a
kongkandi	 k o n g k a n d i
nk’intego	 n k ’ i n t e g o
urushorerane	u r u s h o r e r a n e
rw’inyubako	 r w ’ i n y u b a k o
ubushorishori	 u b u s h o r i s h o r i
rwagereranyijwe	 r w a g e r e r a n y i j w e
nimbonerahamwe	 n  i m b o n e r a h a m w e
ishashagizwa	 i s h a s h a g i z w a
y’icyambu	 y ’ i c y a m b u
kongva	 k o n g v a
werekeze	 w e r e k e z e
kowloon	 k o w l o o n
abakoloni	 a b a k o l o n i
nk’ahabo	 n k ’ a h a b o
by’amateka	 b y ’ a m a t e k a
y’ubukoloni	 y ’ u b u k o l o n i
bw’iyi	 b w ’ i y i
ntaraaha	 n t a r a a h a
gutangirira	 g u t a n g i r i r a
muzenguruko	 m u z e n g u r u k o
w’ishyamba	 w ’ i s h y a m b a
mangorove	 m a n g o r o v e
nkome	 n k o m e
yosseurambuye	 y o s s e u r a m b u y e
bangaladeshi	 b a n g a l a d e s h i
ahaguruka	 a h a g u r u k a
gare	 g a r e
y’amabisi	 y ’ a m a b i s i
wosenubwo	 w o s e n u b w o
akenshiby’umwihariko	 a k e n s h i b y ’ u m w i h a r i k o
izerekeza	 i z e r e k e z a
jakarbumthang	 j a k a r  b u m t h a n g
zihaguruka	 z i h a g u r u k a
63	  6  3
w’ubuhagarike	 w ’ u b u h a g a r i k e
y’ikiraro	 y ’ i k i r a r o
yujujwe	 y u j u j w e
11ntikigeze	   1 1 n t i k i g e z e
gifungurirwa	 g i f u n g u r i r w a
biteganijwe	 b i t e g a n i j w e
kizatangira	 k i z a t a n g i r a
1aho	   1  a h o
burezile	 b u r e z i l e
zizaba	 z i z a b a
zisojwe	 z i s o j w e
asunción	 a s u n c i ó n
yashingwa	 y a s h i n g w a
13paraguay	 1  3  p a r a g u a y
gukomera	 g u k o m e r a
mico	 m i c o
n’indangagaciro	 n ’ i n d a n g a g a c i r o
ifaranga	i f a r a n g a
ipawundi	 i p a w u n d i
falkland	 f a l k l a n d
fkp	  f k p
karyo	 k a r y o
gashyirwaho	 g a s h y i r w a h o
ry’u	 r y ’ u
gbp	  g b p
kutazemerwanubwo	 k u t a z e m e r w a n u b w o
amayero	 a m a y e r o
kwakirwa	 k w a k i r w a
banza	 b a n z a
ubaze	 u b a z e
nyir’ubwite	 n y i r ’ u b w i t e
y’ikirwa	 y ’ i k i r w a
upolu	 u p o l u
site	 s i t e
ihangana	 i h a n g a n a
burindwi	 b u r i n d w i
buvuye	 b u v u y e
budageleta	 b u d a g e l e t a
n’u	 n ’ u
bwanze	 b w a n z e
isatiriyeku	 i s a t i r i y e k u
bw’ubwoba	 b w ’ u b w o b a
gutakaza	 g u t a k a z a
ikuzo	 i k u z o
y’umucanga	 y ’ u m u c a n g a
kogera	 k o g e r a
hizewendetse	 h i z e w e n d e t s e
igicucucucu	 i g i c u c u c u c u
gitangwa	 g i t a n g w a
n’ibiti	 n ’ i b i t i
pohutukawa	 p o h u t u k a w a
y’imiryango	 y ’ i m i r y a n g o
rw’amaduka	 r w ’ a m a d u k a
koga	 k o g a
birizewe	 b i r i z e w e
shokora	s h o k o r a
buziranenge	 b u z i r a n e n g e
bw’ububiligi	 b w ’ u b u b i l i g i
urahenze	 u r a h e n z e
agahebuzo	 a g a h e b u z o
n’ubundiakira	n ’ u b u n d i a k i r a
bayoboziubaha	 b a y o b o z i u b a h a
witondere	w i t o n d e r e
ibiburira	 i b i b u r i r a
by’umutekano	 b y ’ u m u t e k a n o
y’igikorwa	 y ’ i g i k o r w a
gukambikaho	 g u k a m b i k a h o
yegeranye	 y e g e r a n y e
n’umuziki	 n ’ u m u z i k i
ibuka	i b u k a
umuziki	 u m u z i k i
rukuru	 r u k u r u
warangiyehashobora	 w a r a n g i y e h a s h o b o r a
by’iserukiramuco	 b y ’ i s e r u k i r a m u c o
gucuranga	 g u c u r a n g a
itumbasuzuma	 i t u m b a s u z u m a
kabine	 k a b i n e
irikuko	 i r i k u k o
urusaku	 u r u s a k u
bagirwaho	 b a g i r w a h o
saint	 s a i n t
butwara	 b u t w a r a
basonewe	 b a s o n e w e
suzuma	  s u z u m a
adasanzweibinyobwa	 a d a s a n z w e i b i n y o b w a
by’imyidagadurobituma	 b y ’ i m y i d a g a d u r o b i t u m a
bakomeza	 b a k o m e z a
kumererwa	 k u m e r e r w a
nezano	 n e z a n o
kubagumana	 k u b a g u m a n a
y’imisozi	 y ’ i m i s o z i
uruburaibibuyecyangwa	 u r u b u r a i b i b u y e c y a n g w a
ubukonje	 u b u k o n j e
bukabije	 b u k a b i j e
ruhandeibihe	 r u h a n d e i b i h e
ibisanzwe	 i b i s a n z w e
byinshikandi	 b y i n s h i k a n d i
rugenda	 r u g e n d a
rubaho	 r u b a h o
nkomyi	 n k o m y i
safari	 s a f a r i
mikoresherezwe	 m i k o r e s h e r e z w e
riganisha	 r i g a n i s h a
zitangaje	 z i t a n g a j e
afurikaby’umwihariko	 a f u r i k a b y ’ u m w i h a r i k o
irahindukaariko	 i r a h i n d u k a a r i k o
zahagaritswe	 z a h a g a r i t s w e
koronavirusi	 k o r o n a v i r u s i
ntizigere	 n t i z i g e r e
olempikie	 o l e m p i k i e
iteganyijwe	 i t e g a n y i j w e
itose	 i t o s e
yuma	 y u m a
kuyiterera	 k u y i t e r e r a
nguzanyokabone	 n g u z a n y o k a b o n e
ntayaba	 n t a y a b a
kutemerera	 k u t e m e r e r a
umwenda	 u m w e n d a
k’umwendacyangwa	 k ’ u m w e n d a c y a n g w a
byiyongereyehoukaba	 b y i y o n g e r e y e h o u k a b a
washya	 w a s h y a
umunota	 u m u n o t a
birahagijeahandi	 b i r a h a g i j e a h a n d i
batemberera	 b a t e m b e r e r a
ihanitse	 i h a n i t s e
nk’ibinyobwa	 n k ’ i b i n y o b w a
bisembuye	 b i s e m b u y e
n’itabi	 n ’ i t a b i
utamenyereye	 u t a m e n y e r e y e
gihugukomeza	 g i h u g u k o m e z a
maso	 m a s o
hahanamyeinzira	 h a h a n a m y e i n z i r a
zifunganye	 z i f u n g a n y e
n’ahagoramye	 n ’ a h a g o r a m y e
ifarini	 i f a r i n i
bigaragaramo	 b i g a r a g a r a m o
umuluzihazelnutsn’ibindi	 u m u l u z i h a z e l n u t s n ’ i b i n d i
by’imbuto	 b y ’ i m b u t o
mitsima	 m i t s i m a
ijyana	 i j y a n a
cy’ikawa	 c y ’ i k a w a
rwatsi	 r w a t s i
n’ibirungohamwe	 n ’ i b i r u n g o h a m w e
icyambereabagendera	i c y a m b e r e a b a g e n d e r a
bote	 b o t e
zabigenewe	 z a b i g e n e w e
zisongoye	 z i s o n g o y e
gatsitsino	 g a t s i t s i n o
bworo	 b w o r o
horohereyekandi	 h o r o h e r e y e k a n d i
hagufi	 h a g u f i
cochamó	 c o c h a m ó
rutarekizwi	 r u t a r e k i z w i
yosemite	 y o s e m i t e
yepfogifite	 y  e p f o g i f i t e
n’ibitare	 n ’ i b i t a r e
ntihazamo	 n t i h a z a m o
bwihagije	 b w i h a g i j e
byoseibyanyuma	 b y o s e i b y a n y u m a
baserebekeraho	 b a s e r e b e k e r a h o
tekereza	t e k e r e z a
guserebekeramo	 g u s e r e b e k e r a m o
nkinzira	 n k  i n z i r a
byigenga	 b y i g e n g a
bisanzwegutemberera	 b i s a n z w e g u t e m b e r e r a
schengenicyakorahari	 s c h e n g e n i c y a k o r a h a r i
gakora	 g a k o r a
nk’igihugu	 n k ’ i g i h u g u
buryoiyo	 b u r y o i y o
schengenntukeneye	 s c h e n g e n n t u k e n e y e
binyamuryango	 b i n y a m u r y a n g o
schengenbityo	 s c h e n g e n b i t y o
bicungura	 b i c u n g u r a
igiheamafaranga	 i g i h e a m a f a r a n g a
n’amadosiye	 n ’ a m a d o s i y e
ubuhe	 u b u h e
byimisoro	 b y  i m i s o r o
birengeje	 b i r e n g e j e
nk’ibya	 n k ’ i b y a
kwifuza	 k w i f u z a
kugisha	 k u g i s h a
iyaweariko	 i y a w e a r i k o
amakubaguhungabanya	 a m a k u b a g u h u n g a b a n y a
imiberehocyangwa	 i m i b e r e h o c y a n g w a
bw’umuntu	 b w ’ u m u n t u
mwinshiuruburaimvura	 m w i n s h i u r u b u r a i m v u r a
ikabijeinkongi	 i k a b i j e i n k o n g i
yibasira	 y i b a s i r a
amashyamba	 a m a s h y a m b a
ibigize	 i b i g i z e
n’ingaruka	 n ’ i n g a r u k a
z’ikirere	 z ’ i k i r e r e
nabikimwe	 n a b i k i m w e
n’inkubainkubi	 n ’ i n k u b a i n k u b i
z’imiyagaimvura	 z ’ i m i y a g a i m v u r a
nyinshina	 n y i n s h i n a
n’akarere	 n ’ a k a r e r e
y’amahinduurubura	 y ’ a m a h i n d u u r u b u r a
ruvanze	 r u v a n z e
mwinshiimvura	 m w i n s h i i m v u r a
yurubura	 y  u r u b u r a
umukungugu	 u m u k u n g u g u
bagirwa	 b a g i r w a
kwitwararika	 k w i t w a r a r i k a
kirebana	 k i r e b a n a
kitifashe	 k i t i f a s h e
kibasira	 k i b a s i r a
z’urugendo	 z ’ u r u g e n d o
ry’ahari	 r y ’ a h a r i
rizatanga	 r i z a t a n g a
y’ikompani	 y ’ i k o m p a n i
imihengeri	i m i h e n g e r i
agaruka	 a g a r u k a
n’umuraba	 n ’ u m u r a b a
uturutse	 u t u r u t s e
nkombeakenshi	 n k o m b e a k e n s h i
kibuye	 k i b u y e
topoloji	 t o p o l o j i
kw’amazi	 k w ’ a m a z i
ubujyakuzimu	 u b u j y a k u z i m u
buhanitsekandi	 b u h a n i t s e k a n d i
wihuse	 w i h u s e
harehare	 h a r e h a r e
uhaba	 u h a b a
buriho	 b u r i h o
y’ikigoakarusho	 y ’ i k i g o a k a r u s h o
n’umwimerere	 n ’ u m w i m e r e r e
kwigaragaza	 k w i g a r a g a z a
1imyifatire	 1    i m y i f a t i r e
iganje	 i g a n j e
kwiha	 k w i h a
kwiheza	 k w i h e z a
cyubushinwa	 c y  u b u s h i n w a
idahwitse	 i d a h w i t s e
y’intara	 y ’ i n t a r a
zigabanyijwe	 z i g a b a n y i j w e
icyamenyekanye	 i c y a m e n y e k a n y e
kingdoms	 k i n g d o m s
zamaze	 z a m a z e
y’ingoma	 y ’ i n g o m a
han	 h a n
ningoma	 n i n g o m a
jin	 j i n
cyamenetsemo	 c y a m e n e t s e m o
kwicara	 k w i c a r a
ntebe	 n t e b e
z’icyubahiro	 z ’ i c y u b a h i r o
xian	 x i  a n
revolisiyo	 r e v o l i s i y o
imyuga	 i m y u g a
ifunguye	 i f u n g u y e
bagabo	 b a g a b o
bigama	 b i g a m a
ab’imigambi	 a b ’ i m i g a m b i
yagutse	 y a g u t s e
n’abahirwa	 n ’ a b a h i r w a
muhammad	m u h a m m a d
ashishikajwe	 a s h i s h i k a j w e
yakundaga	 y a k u n d a g a
buvumo	 b u v u m o
hira	  h i r a
noor	  n o o r
atekereze	 a t e k e r e z e
y’umwe	 y ’ u m w e
makaubuvumo	 m a k a u b u v u m o
bwitaruye	 b w i t a r u y e
makentabwo	 m a k e n t a b w o
kububona	 k u b u b o n a
buvumouba	 b u v u m o u b a
umeze	 u m e z e
cyizacyiza	 c y i z a c y i z a
ibukikije	 i b u k i k i j e
kubonwa	 k u b o n w a
kumvwa	 k u m v w a
y’i	 y ’ i
giza	  g i z a
bitangaza	 b i t a n g a z a
birindwi	 b i r i n d w i
bigihagaze	 b i g i h a g a z e
n’ubu	 n ’ u b u
gizayubatswe	 g i z a y u b a t s w e
nabanyamisiri	 n  a b a n y a m i s i r i
yezuni	 y e z u n i
wapfuye	 w a p f u y e
gizacyangwa	 g i z a c y a n g w a
necropolis	 n e c r o p o l i s
gikombe	 g i k o m b e
cyabapfuye	 c y  a b a p f u y e
iruta	 i r u t a
izindiimva	 i z i n d i  i m v a
ntoyainsengero	 n t o y a i n s e n g e r o
sifinkisi	 s i f i n k i s i
garebasubiye	 g a r e b a s u b i y e
bakikijwe	 b a k i k i j w e
nimbaga	 n  i m b a g a
yikivunge	 y  i k i v u n g e
cy’abantu	 c y ’ a b a n t u
bavuza	 b a v u z a
induru	 i n d u r u
byabayemo	 b y a b a y e m o
kuyita	 k u y i t a
cyamateka	 c y a m a t e k a
y’uburayi	 y ’ u b u r a y i
111na	 1 1 1  n a
1–13	  1    – 1 3
yesu	 y e s u
by’ihame	 b y ’ i h a m e
bihuriza	 b i h u r i z a
